Date,AAPL,AMZN,FB,GOOG,MSFT
2016-05-17,90.32914699999999,695.27002,117.349998,706.22998,48.333775
2016-05-18,91.362984,697.450012,117.650002,706.630005,48.620857
2016-05-19,91.01514399999999,698.52002,116.809998,700.320007,48.151962
2016-05-20,92.000664,702.799988,117.349998,709.73999,48.439037
2016-05-23,93.16974599999999,696.75,115.970001,704.23999,47.874458000000004
2016-05-24,94.590057,704.200012,117.699997,720.090027,49.367249
2016-05-25,96.25190699999999,708.349976,117.889999,725.27002,49.874409
2016-05-26,97.01519,714.909973,119.470001,724.119995,49.65432
2016-05-27,96.95721400000001,712.23999,119.379997,732.659973,50.065796
2016-05-31,96.48378000000001,722.789978,118.809998,735.719971,50.716496
2016-06-01,95.131126,719.4400019999999,118.779999,734.150024,50.572956
2016-06-02,94.416138,728.23999,118.93,730.400024,50.218906
2016-06-03,94.609375,725.539978,118.470001,722.340027,49.558628000000006
2016-06-06,95.295364,726.72998,118.790001,716.549988,49.883984000000005
2016-06-07,95.68184699999999,723.73999,117.760002,716.650024,49.855270000000004
2016-06-08,95.594902,726.6400150000001,118.389999,728.280029,49.797863
2016-06-09,96.280899,727.650024,118.559998,728.580017,49.39595
2016-06-10,95.488617,717.909973,116.620003,719.409973,49.261982
2016-06-13,94.048996,715.23999,113.949997,718.3599849999999,47.979713000000004
2016-06-14,94.164932,719.299988,114.940002,718.27002,47.683079
2016-06-15,93.855766,714.26001,114.599998,718.919983,47.54911
2016-06-16,94.251892,717.51001,114.389999,710.3599849999999,48.218941
2016-06-17,92.106941,706.3900150000001,113.019997,691.719971,47.970154
2016-06-20,91.88472,714.01001,113.370003,693.710022,47.912739
2016-06-21,92.66733599999999,715.820007,114.379997,695.9400019999999,48.984478
2016-06-22,92.31950400000001,710.599976,113.910004,697.460022,48.793098
2016-06-23,92.850914,722.080017,115.08000200000001,701.869995,49.673458000000004
2016-06-24,90.242188,698.960022,112.08000200000001,675.219971,47.683079
2016-06-27,88.928177,691.3599849999999,108.970001,668.26001,46.343391
2016-06-28,90.425781,707.950012,112.699997,680.039978,47.309878999999995
2016-06-29,91.20839699999999,715.599976,114.160004,684.1099849999999,48.362488
2016-06-30,92.367805,715.619995,114.279999,692.099976,48.965343
2016-07-01,92.64801,725.679993,114.190002,699.210022,48.955771999999996
2016-07-05,91.778442,728.099976,114.199997,694.950012,48.965343
2016-07-06,92.30017099999999,737.6099849999999,116.699997,697.77002,49.166294
2016-07-07,92.696312,736.570007,115.849998,695.3599849999999,49.166294
2016-07-08,93.411301,745.8099980000001,117.239998,705.630005,50.04665
2016-07-11,93.701157,753.780029,117.870003,715.090027,50.324162
2016-07-12,94.12628199999999,748.210022,117.93,720.6400150000001,50.91745
2016-07-13,93.594872,742.630005,116.779999,716.97998,51.204516999999996
2016-07-14,95.449966,741.200012,117.290001,720.950012,51.424614
2016-07-15,95.4403,735.4400019999999,116.860001,719.849976,51.386337
2016-07-18,96.454803,736.070007,119.370003,733.780029,51.635135999999996
2016-07-19,96.493454,739.950012,120.610001,736.960022,50.802620000000005
2016-07-20,96.580414,745.719971,121.91999799999999,741.1900019999999,53.501114
2016-07-21,96.068329,744.429993,120.610001,738.630005,53.395858999999994
2016-07-22,95.324364,744.8599849999999,121.0,742.73999,54.13268299999999
2016-07-25,94.048996,739.6099849999999,121.629997,739.77002,54.285786
2016-07-26,93.401634,735.590027,121.220001,738.419983,54.314491000000004
2016-07-27,99.469307,736.669983,123.339996,741.77002,53.769051
2016-07-28,100.81231700000001,752.6099849999999,125.0,745.909973,53.788197
